-37.699111   0.000000   0.000000
-35.814156   0.000000   0.000000
-33.929200   0.000000   0.000000
-32.044245   0.000000   0.000000
-30.159289   0.000000   0.000000
-28.274333   0.000000   0.000000
-26.389378   0.000000   0.000000
-24.504422   0.000000   0.000000
-22.619467   0.000000   0.000000
-20.734511   0.000000   0.000000
-18.849556   0.000000   0.000000
-16.964600   0.000000   0.000000
-15.079644   0.000000   0.000000
-13.194689   0.000000   0.000000
-11.309733   0.000000   0.000000
 -9.424778   0.000000   0.000000
 -7.539822   0.000000   0.000000
 -5.654867   0.000000   0.000000
 -3.769911   0.000000   0.000000
 -1.884956   0.000000   0.000000
 -0.000000   0.000000   0.000000
  1.884956   0.000000   0.000000
  3.769911   0.000000   0.000000
  5.654867   0.000000   0.000000
  7.539822   0.000000   0.000000
  9.424778   0.000000   0.000000
 11.309733   0.000000   0.000000
 13.194689   0.000000   0.000000
 15.079644   0.000000   0.000000
 16.964600   0.000000   0.000000
 18.849556   0.000000   0.000000
 20.734511   0.000000   0.000000
 22.619467   0.000000   0.000000
 24.504422   0.000000   0.000000
 26.389378   0.000000   0.000000
 28.274333   0.000000   0.000000
 30.159289   0.000000   0.000000
 32.044245   0.000000   0.000000
 33.929200   0.000000   0.000000
 35.814156   0.000000   0.000000
 37.699111   0.000000   0.000000
-37.699111   3.125000   0.000000
-35.814156   2.972052   0.965678
-33.929200   2.528178   1.836829
-32.044245   1.836829   2.528178
-30.159289   0.965678   2.972052
-28.274333   0.000000   3.125000
-26.389378  -0.965678   2.972052
-24.504422  -1.836829   2.528178
-22.619467  -2.528178   1.836829
-20.734511  -2.972052   0.965678
-18.849556  -3.125000   0.000000
-16.964600  -2.972052  -0.965678
-15.079644  -2.528178  -1.836829
-13.194689  -1.836829  -2.528178
-11.309733  -0.965678  -2.972052
 -9.424778  -0.000000  -3.125000
 -7.539822   0.965678  -2.972052
 -5.654867   1.836829  -2.528178
 -3.769911   2.528178  -1.836829
 -1.884956   2.972052  -0.965678
 -0.000000   3.125000  -0.000000
  1.884956   2.972052   0.965678
  3.769911   2.528178   1.836829
  5.654867   1.836829   2.528178
  7.539822   0.965678   2.972051
  9.424778   0.000000   3.125000
 11.309733  -0.965678   2.972052
 13.194689  -1.836829   2.528178
 15.079644  -2.528178   1.836829
 16.964600  -2.972051   0.965679
 18.849556  -3.125000   0.000001
 20.734511  -2.972052  -0.965678
 22.619467  -2.528178  -1.836828
 24.504422  -1.836829  -2.528178
 26.389378  -0.965679  -2.972051
 28.274333  -0.000001  -3.125000
 30.159289   0.965678  -2.972052
 32.044245   1.836828  -2.528178
 33.929200   2.528178  -1.836829
 35.814156   2.972051  -0.965679
 37.699111   3.125000  -0.000001
-37.699111   6.250000   0.000000
-35.814156   5.944103   1.931356
-33.929200   5.056356   3.673658
-32.044245   3.673658   5.056356
-30.159289   1.931356   5.944103
-28.274333   0.000000   6.250000
-26.389378  -1.931356   5.944103
-24.504422  -3.673658   5.056356
-22.619467  -5.056356   3.673658
-20.734511  -5.944103   1.931357
-18.849556  -6.250000   0.000000
-16.964600  -5.944103  -1.931356
-15.079644  -5.056356  -3.673658
-13.194689  -3.673658  -5.056356
-11.309733  -1.931357  -5.944103
 -9.424778  -0.000001  -6.250000
 -7.539822   1.931356  -5.944103
 -5.654867   3.673657  -5.056357
 -3.769911   5.056356  -3.673658
 -1.884956   5.944103  -1.931357
 -0.000000   6.250000  -0.000001
  1.884956   5.944103   1.931356
  3.769911   5.056357   3.673657
  5.654867   3.673658   5.056356
  7.539822   1.931357   5.944103
  9.424778   0.000001   6.250000
 11.309733  -1.931355   5.944103
 13.194689  -3.673657   5.056357
 15.079644  -5.056356   3.673659
 16.964600  -5.944103   1.931357
 18.849556  -6.250000   0.000001
 20.734511  -5.944104  -1.931355
 22.619467  -5.056357  -3.673657
 24.504422  -3.673659  -5.056356
 26.389378  -1.931357  -5.944103
 28.274333  -0.000001  -6.250000
 30.159289   1.931355  -5.944104
 32.044245   3.673657  -5.056357
 33.929200   5.056355  -3.673659
 35.814156   5.944103  -1.931357
 37.699111   6.250000  -0.000001
-37.699111   9.375000   0.000000
-35.814156   8.916155   2.897034
-33.929200   7.584534   5.510487
-32.044245   5.510487   7.584534
-30.159289   2.897035   8.916155
-28.274333   0.000000   9.375000
-26.389378  -2.897034   8.916155
-24.504422  -5.510486   7.584535
-22.619467  -7.584534   5.510487
-20.734511  -8.916155   2.897035
-18.849556  -9.375000   0.000001
-16.964600  -8.916155  -2.897034
-15.079644  -7.584535  -5.510486
-13.194689  -5.510487  -7.584534
-11.309733  -2.897035  -8.916155
 -9.424778  -0.000001  -9.375000
 -7.539822   2.897034  -8.916155
 -5.654867   5.510486  -7.584535
 -3.769911   7.584534  -5.510487
 -1.884956   8.916155  -2.897035
 -0.000000   9.375000  -0.000001
  1.884956   8.916155   2.897033
  3.769911   7.584535   5.510486
  5.654867   5.510488   7.584534
  7.539822   2.897035   8.916154
  9.424778   0.000001   9.375000
 11.309733  -2.897033   8.916155
 13.194689  -5.510486   7.584535
 15.079644  -7.584533   5.510488
 16.964600  -8.916154   2.897036
 18.849556  -9.375000   0.000002
 20.734511  -8.916155  -2.897033
 22.619467  -7.584535  -5.510485
 24.504422  -5.510488  -7.584533
 26.389378  -2.897036  -8.916154
 28.274333  -0.000002  -9.375000
 30.159289   2.897033  -8.916155
 32.044245   5.510485  -7.584535
 33.929200   7.584533  -5.510488
 35.814156   8.916154  -2.897036
 37.699111   9.375000  -0.000002
-37.699111  12.500000   0.000000
-35.814156  11.888206   3.862712
-33.929200  10.112713   7.347316
-32.044245   7.347316  10.112712
-30.159289   3.862713  11.888206
-28.274333   0.000000  12.500000
-26.389378  -3.862712  11.888207
-24.504422  -7.347315  10.112713
-22.619467 -10.112712   7.347316
-20.734511 -11.888206   3.862713
-18.849556 -12.500000   0.000001
-16.964600 -11.888207  -3.862712
-15.079644 -10.112713  -7.347315
-13.194689  -7.347316 -10.112712
-11.309733  -3.862713 -11.888206
 -9.424778  -0.000001 -12.500000
 -7.539822   3.862711 -11.888207
 -5.654867   7.347315 -10.112713
 -3.769911  10.112712  -7.347317
 -1.884956  11.888206  -3.862714
 -0.000000  12.500000  -0.000001
  1.884956  11.888207   3.862711
  3.769911  10.112713   7.347314
  5.654867   7.347317  10.112712
  7.539822   3.862714  11.888206
  9.424778   0.000002  12.500000
 11.309733  -3.862711  11.888207
 13.194689  -7.347314  10.112713
 15.079644 -10.112711   7.347317
 16.964600 -11.888206   3.862714
 18.849556 -12.500000   0.000002
 20.734511 -11.888207  -3.862710
 22.619467 -10.112714  -7.347314
 24.504422  -7.347317 -10.112711
 26.389378  -3.862715 -11.888206
 28.274333  -0.000002 -12.500000
 30.159289   3.862710 -11.888207
 32.044245   7.347314 -10.112714
 33.929200  10.112711  -7.347318
 35.814156  11.888206  -3.862715
 37.699111  12.500000  -0.000003
-37.699111  15.625000   0.000000
-35.814156  14.860258   4.828390
-33.929200  12.640891   9.184144
-32.044245   9.184145  12.640890
