640
 -8.164966  -8.164966  16.329932
 -6.721590  -6.721590  17.773307
 -7.756718  -7.756718  15.513435
 -7.756718  -7.756718  15.513435
 -6.721590  -6.721590  17.773307
 -5.837716  -6.930256  16.886167
 -7.756718  -7.756718  15.513435
 -5.837716  -6.930256  16.886167
 -7.348469  -7.348469  14.696938
 -7.348469  -7.348469  14.696938
 -5.837716  -6.930256  16.886167
 -5.141686  -7.219821  15.864654
 -7.348469  -7.348469  14.696938
 -5.141686  -7.219821  15.864654
 -6.940221  -6.940221  13.880442
 -6.940221  -6.940221  13.880442
 -5.141686  -7.219821  15.864654
 -4.661672  -7.521979  14.728837
 -6.940221  -6.940221  13.880442
 -4.661672  -7.521979  14.728837
 -6.531973  -6.531973  13.063945
 -6.531973  -6.531973  13.063945
 -4.661672  -7.521979  14.728837
 -4.404699  -7.767191  13.509973
 -6.531973  -6.531973  13.063945
 -4.404699  -7.767191  13.509973
 -6.123724  -6.123724  12.247449
 -6.123724  -6.123724  12.247449
 -4.404699  -7.767191  13.509973
 -4.355957  -7.891491  12.247449
 -6.123724  -6.123724  12.247449
 -4.355957  -7.891491  12.247449
 -5.715476  -5.715476  11.430952
 -5.715476  -5.715476  11.430952
 -4.355957  -7.891491  12.247449
 -4.480257  -7.842750  10.984925
 -5.715476  -5.715476  11.430952
 -4.480257  -7.842750  10.984925
 -5.307228  -5.307228  10.614456
 -5.307228  -5.307228  10.614456
 -4.480257  -7.842750  10.984925
 -4.725469  -7.585776   9.766061
 -5.307228  -5.307228  10.614456
 -4.725469  -7.585776   9.766061
 -4.898979  -4.898979   9.797959
 -4.898979  -4.898979   9.797959
 -4.725469  -7.585776   9.766061
 -5.027627  -7.105762   8.630244
 -4.898979  -4.898979   9.797959
 -5.027627  -7.105762   8.630244
 -4.490731  -4.490731   8.981462
 -4.490731  -4.490731   8.981462
 -5.027627  -7.105762   8.630244
 -5.317193  -6.409733   7.608731
 -4.490731  -4.490731   8.981462
 -5.317193  -6.409733   7.608731
 -4.082483  -4.082483   8.164966
 -4.082483  -4.082483   8.164966
 -5.317193  -6.409733   7.608731
 -5.525858  -5.525859   6.721590
 -4.082483  -4.082483   8.164966
 -5.525858  -5.525859   6.721590
 -3.674235  -3.674235   7.348469
 -3.674235  -3.674235   7.348469
 -5.525858  -5.525859   6.721590
 -5.593236  -4.500697   5.975737
 -3.674235  -3.674235   7.348469
 -5.593236  -4.500697   5.975737
 -3.265986  -3.265986   6.531973
 -3.265986  -3.265986   6.531973
 -5.593236  -4.500697   5.975737
 -5.472769  -3.394635   5.364257
 -3.265986  -3.265986   6.531973
 -5.472769  -3.394635   5.364257
 -2.857738  -2.857738   5.715476
 -2.857738  -2.857738   5.715476
 -5.472769  -3.394635   5.364257
 -5.136286  -2.275980   4.867081
 -2.857738  -2.857738   5.715476
 -5.136286  -2.275980   4.867081
 -2.449490  -2.449490   4.898979
 -2.449490  -2.449490   4.898979
 -5.136286  -2.275980   4.867081
 -4.576764  -1.214271   4.452952
 -2.449490  -2.449490   4.898979
 -4.576764  -1.214271   4.452952
 -2.041241  -2.041241   4.082483
 -2.041241  -2.041241   4.082483
 -4.576764  -1.214271   4.452952
 -3.809009  -0.273475   4.082483
 -2.041241  -2.041241   4.082483
 -3.809009  -0.273475   4.082483
 -1.632993  -1.632993   3.265986
 -1.632993  -1.632993   3.265986
 -3.809009  -0.273475   4.082483
 -2.868212   0.494281   3.712014
 -1.632993  -1.632993   3.265986
 -2.868212   0.494281   3.712014
 -1.224745  -1.224745   2.449490
 -1.224745  -1.224745   2.449490
 -2.868212   0.494281   3.712014
 -1.806504   1.053804   3.297885
 -1.224745  -1.224745   2.449490
 -1.806504   1.053804   3.297885
 -0.816497  -0.816497   1.632993
 -0.816497  -0.816497   1.632993
 -1.806504   1.053804   3.297885
 -0.687849   1.390286   2.800709
 -0.816497  -0.816497   1.632993
 -0.687849   1.390286   2.800709
 -0.408248  -0.408248   0.816497
 -0.408248  -0.408248   0.816497
 -0.687849   1.390286   2.800709
  0.418213   1.510754   2.189228
 -0.408248  -0.408248   0.816497
  0.418213   1.510754   2.189228
  0.000000   0.000000   0.000000
  0.000000   0.000000   0.000000
  0.418213   1.510754   2.189228
  1.443375   1.443376   1.443376
  0.000000   0.000000   0.000000
  1.443375   1.443376   1.443376
  0.408248   0.408248  -0.816497
  0.408248   0.408248  -0.816497
  1.443375   1.443376   1.443376
  2.327250   1.234710   0.556235
  0.408248   0.408248  -0.816497
  2.327250   1.234710   0.556235
  0.816497   0.816497  -1.632993
  0.816497   0.816497  -1.632993
  2.327250   1.234710   0.556235
  3.023279   0.945145  -0.465278
  0.816497   0.816497  -1.632993
  3.023279   0.945145  -0.465278
  1.224745   1.224745  -2.449490
  1.224745   1.224745  -2.449490
  3.023279   0.945145  -0.465278
  3.503293   0.642987  -1.601095
  1.224745   1.224745  -2.449490
  3.503293   0.642987  -1.601095
  1.632993   1.632993  -3.265986
  1.632993   1.632993  -3.265986
  3.503293   0.642987  -1.601095
  3.760267   0.397775  -2.819959
  1.632993   1.632993  -3.265986
  3.760267   0.397775  -2.819959
  2.041241   2.041241  -4.082483
  2.041241   2.041241  -4.082483
  3.760267   0.397775  -2.819959
  3.809009   0.273475  -4.082483
  2.041241   2.041241  -4.082483
  3.809009   0.273475  -4.082483
  2.449490   2.449490  -4.898979
  2.449490   2.449490  -4.898979
  3.809009   0.273475  -4.082483
  3.684709   0.322216  -5.345007
  2.449490   2.449490  -4.898979
  3.684709   0.322216  -5.345007
  2.857738   2.857738  -5.715476
  2.857738   2.857738  -5.715476
  3.684709   0.322216  -5.345007
  3.439497   0.579190  -6.563871
  2.857738   2.857738  -5.715476
  3.439497   0.579190  -6.563871
  3.265986   3.265986  -6.531973
  3.265986   3.265986  -6.531973
  3.439497   0.579190  -6.563871
  3.137339   1.059203  -7.699688
  3.265986   3.265986  -6.531973
  3.137339   1.059203  -7.699688
  3.674235   3.674235  -7.348469
