640
  0.000000   0.000000 -60.000000
  0.000000   3.125000 -60.000000
  0.000000   0.000000 -57.000000
  0.000000   0.000000 -57.000000
  0.000000   3.125000 -60.000000
 -1.836829   2.528178 -57.000000
  0.000000   0.000000 -57.000000
 -1.836829   2.528178 -57.000000
  0.000000   0.000000 -54.000000
  0.000000   0.000000 -54.000000
 -1.836829   2.528178 -57.000000
 -2.972052   0.965678 -54.000000
  0.000000   0.000000 -54.000000
 -2.972052   0.965678 -54.000000
  0.000000   0.000000 -51.000000
  0.000000   0.000000 -51.000000
 -2.972052   0.965678 -54.000000
 -2.972052  -0.965678 -51.000000
  0.000000   0.000000 -51.000000
 -2.972052  -0.965678 -51.000000
  0.000000   0.000000 -48.000000
  0.000000   0.000000 -48.000000
 -2.972052  -0.965678 -51.000000
 -1.836829  -2.528178 -48.000000
  0.000000   0.000000 -48.000000
 -1.836829  -2.528178 -48.000000
  0.000000   0.000000 -45.000000
  0.000000   0.000000 -45.000000
 -1.836829  -2.528178 -48.000000
 -0.000000  -3.125000 -45.000000
  0.000000   0.000000 -45.000000
 -0.000000  -3.125000 -45.000000
  0.000000   0.000000 -42.000000
  0.000000   0.000000 -42.000000
 -0.000000  -3.125000 -45.000000
  1.836829  -2.528178 -42.000000
  0.000000   0.000000 -42.000000
  1.836829  -2.528178 -42.000000
  0.000000   0.000000 -39.000000
  0.000000   0.000000 -39.000000
  1.836829  -2.528178 -42.000000
  2.972052  -0.965678 -39.000000
  0.000000   0.000000 -39.000000
  2.972052  -0.965678 -39.000000
  0.000000   0.000000 -36.000000
  0.000000   0.000000 -36.000000
  2.972052  -0.965678 -39.000000
  2.972052   0.965678 -36.000000
  0.000000   0.000000 -36.000000
  2.972052   0.965678 -36.000000
  0.000000   0.000000 -33.000000
  0.000000   0.000000 -33.000000
  2.972052   0.965678 -36.000000
  1.836829   2.528178 -33.000000
  0.000000   0.000000 -33.000000
  1.836829   2.528178 -33.000000
  0.000000   0.000000 -30.000000
  0.000000   0.000000 -30.000000
  1.836829   2.528178 -33.000000
  0.000000   3.125000 -30.000000
  0.000000   0.000000 -30.000000
  0.000000   3.125000 -30.000000
  0.000000   0.000000 -27.000000
  0.000000   0.000000 -27.000000
  0.000000   3.125000 -30.000000
 -1.836829   2.528178 -27.000000
  0.000000   0.000000 -27.000000
 -1.836829   2.528178 -27.000000
  0.000000   0.000000 -24.000000
  0.000000   0.000000 -24.000000
 -1.836829   2.528178 -27.000000
 -2.972051   0.965678 -24.000000
  0.000000   0.000000 -24.000000
 -2.972051   0.965678 -24.000000
  0.000000   0.000000 -21.000000
  0.000000   0.000000 -21.000000
 -2.972051   0.965678 -24.000000
 -2.972052  -0.965678 -21.000000
  0.000000   0.000000 -21.000000
 -2.972052  -0.965678 -21.000000
  0.000000   0.000000 -18.000000
  0.000000   0.000000 -18.000000
 -2.972052  -0.965678 -21.000000
 -1.836829  -2.528178 -18.000000
  0.000000   0.000000 -18.000000
 -1.836829  -2.528178 -18.000000
  0.000000   0.000000 -15.000000
  0.000000   0.000000 -15.000000
 -1.836829  -2.528178 -18.000000
 -0.000001  -3.125000 -15.000000
  0.000000   0.000000 -15.000000
 -0.000001  -3.125000 -15.000000
  0.000000   0.000000 -12.000000
  0.000000   0.000000 -12.000000
 -0.000001  -3.125000 -15.000000
  1.836828  -2.528178 -12.000000
  0.000000   0.000000 -12.000000
  1.836828  -2.528178 -12.000000
  0.000000   0.000000  -9.000000
  0.000000   0.000000  -9.000000
  1.836828  -2.528178 -12.000000
  2.972051  -0.965679  -9.000000
  0.000000   0.000000  -9.000000
  2.972051  -0.965679  -9.000000
  0.000000   0.000000  -6.000000
  0.000000   0.000000  -6.000000
  2.972051  -0.965679  -9.000000
  2.972052   0.965678  -6.000000
  0.000000   0.000000  -6.000000
  2.972052   0.965678  -6.000000
  0.000000   0.000000  -3.000000
  0.000000   0.000000  -3.000000
  2.972052   0.965678  -6.000000
  1.836829   2.528178  -3.000000
  0.000000   0.000000  -3.000000
  1.836829   2.528178  -3.000000
  0.000000   0.000000  -0.000000
  0.000000   0.000000  -0.000000
  1.836829   2.528178  -3.000000
  0.000001   3.125000  -0.000000
  0.000000   0.000000  -0.000000
